,elapsed,memory,agentsreply,resultsize,TimeTotalExecute,NumRowsProcessed,LogRowsProcessed,NumIndexSeeks,NumIndexScans,NumIndexWildSeeks,NumIndexMerges,NumLeafCacheHits,NumNodeCacheHits,NumLeafCacheAdds,NumIndexAccepted,NumIndexRejected,NumIndexRowsRead,TimeSortElapsed,NumGroups,TimeLocalExecute,NumAllocations,SizeAgentReply,TimeAgentWait,TimeLeafLoad,TimeLeafRead,NumLeafDiskFetches,TimeLeafFetch,fDMetaphone1.NumStarts,fDMetaphone1.NumStops,fDMetaphone1.TimeLocalExecute,fREGEXREPLACE.TimeLocalExecute,fgetGlobalId.TimeLocalExecute,fgetLocalId.TimeLocalExecute,fgetCallerId.TimeLocalExecute,fdbglog.TimeLocalExecute,NumNodeCacheAdds,TimeNodeLoad,TimeNodeRead,NumNodeDiskFetches,TimeNodeFetch,%BranchMiss,%LeafMiss,%BranchFetch,%LeafFetch,AvgTimeBranchFetch,AvgTimeLeafFetch
163,101,10,121525,166763,1156.0,7758,8.956479847999912,632,3668.0,168,10.0,81,534,130.0,3684,3389.0,7057.0,0.000829,143.0,46.037,65316,118.676Kb,23.465,30.149,1.866,11.0,1.215,296.0,296.0,0.158287,0.013563,0.001621,0.00033,0.000236,0.020415,,,,,,0.0,61.611374407582936,,8.461538461538462,,0.1104545454545454
164,137,10,243279,268763,1382.0,13830,9.534595424658804,1008,2743.0,267,9.0,148,836,164.0,2759,2181.0,4924.0,0.0012749999999999,234.0,56.963,114057,237.577Kb,27.676,29.265,2.952,13.0,2.297,894.0,894.0,0.519113,0.00741,0.001149,0.000407,0.000189,0.015312,,,,,,0.0,52.56410256410256,,7.926829268292683,,0.1766923076923077
165,62,9,68137,96945,706.434,4497,8.411165786770708,642,954.0,111,7.0,224,507,69.0,1051,772.0,1807.0,0.000445,89.0,36.234,39740,66.540Kb,18.298,16.17,4.804,23.0,4.59,184.0,184.0,0.074405,0.010008,0.001304,0.000472,0.000255,0.013846,8.0,1.171,0.958453,8.0,0.958453,1.5533980582524272,23.549488054607508,100.0,33.333333333333336,0.119806625,0.1995652173913043
166,88,10,156149,229778,989.694,11052,9.310366686043308,897,1346.0,247,10.0,137,759,139.0,1362,1064.0,2410.0,0.001169,207.0,40.617,98873,152.489Kb,20.123,27.069,5.864,26.0,5.432,450.0,450.0,0.2194809999999999,0.009461,0.00116,0.000318,0.000207,0.013959,,,,,,0.0,50.36231884057971,,18.705035971223023,,0.2089230769230769
167,109,10,145122,220926,1052.0,10407,9.25023393563786,952,1578.0,321,8.0,182,768,175.0,1594,1325.0,2903.0,0.000891,193.0,48.195,92852,141.720Kb,23.566,38.481,11.283,36.0,10.751,328.0,328.0,0.14189,0.008515,0.001247,0.000332,0.000196,0.0152319999999999,,,,,,0.0,49.01960784313726,,20.571428571428573,,0.2986388888888889
168,127,10,290594,474596,1836.0,21406,9.971426535544321,1906,5686.0,633,13.0,383,1394,324.0,5702,5114.0,10800.0,0.001457,406.0,80.95,186551,283.783Kb,40.42,69.369,17.209,41.0,16.251,784.0,784.0,0.2906019999999999,0.009138,0.001171,0.000222,0.000186,0.019317,,,,,,0.0,45.82743988684583,,12.65432098765432,,0.3963658536585366
169,148,10,319908,507919,1767.0,23875,10.08058716534893,2000,4088.0,528,12.0,262,1648,371.0,4104,3495.0,7583.0,0.0011639999999999,431.0,65.881,212543,312.410Kb,36.075,68.227,12.643,82.0,11.649,946.0,946.0,0.446116,0.010945,0.001521,0.000546,0.0003,0.032055,,,,,,0.0,58.60979462875198,,22.10242587601078,,0.142060975609756
170,73,9,75122,91661,653.004,4512,8.414495793177895,392,1689.0,114,9.0,55,368,94.0,1705,1545.0,3234.0,,84.0,30.173,38913,73.361Kb,15.637,15.777,0.998266,5.0,0.5904969999999999,142.0,142.0,0.076347,0.0075629999999999,0.000761,0.000349,0.000262,0.012929,,,,,,0.0,63.08724832214765,,5.319148936170213,,0.1180994
171,135,10,269217,367779,2411.0,17553,9.772980154456345,1340,6774.0,358,10.0,167,1103,291.0,6790,6221.0,12995.0,0.000927,320.0,100.552,148178,262.907Kb,50.098,55.269,13.886,11.0,12.934,1026.0,1026.0,0.470798,0.010865,0.001111,0.000337,0.000286,0.020425,,,,,,0.0,63.53711790393013,,3.7800687285223367,,1.1758181818181817
172,79,9,149118,230992,587.145,10349,9.244645175668174,829,968.0,225,5.0,244,680,,978,692.0,1660.0,,195.0,20.564,87780,145.623Kb,9.632,,,,,372.0,372.0,0.224342,0.008108,0.001139,0.000284,0.000383,0.014126,,,,,,0.0,0.0,,,,
173,111,10,127370,186073,916.506,8744,9.076123029856374,710,1167.0,185,10.0,97,586,116.0,1181,940.0,2107.0,0.001354,164.0,36.448,75756,124.384Kb,18.591,24.864,4.627,22.0,4.235,360.0,360.0,0.1591769999999999,0.007674,0.000837,0.000604,0.000171,0.0134019999999999,,,,,,0.0,54.460093896713616,,18.96551724137931,,0.1925
174,83,9,200232,241931,848.876,12317,9.418735700941484,971,692.0,269,7.0,285,811,,708,186.0,878.0,0.001063,218.0,32.123,104818,195.539Kb,15.395,,,,,706.0,706.0,0.2958469999999999,0.0074379999999999,0.001471,0.000326,0.00017,0.01796,,,,,,0.0,0.0,,,,
175,79,10,103313,104095,1077.0,5695,8.647343875881283,434,4092.0,119,8.0,53,381,123.0,4108,3850.0,7942.0,0.00095,98.0,50.066,50260,100.891Kb,24.555,21.034,1.901,11.0,1.432,354.0,354.0,0.151066,0.0079779999999999,0.001119,0.000387,0.000175,0.013101,,,,,,0.0,69.88636363636364,,8.94308943089431,,0.1301818181818181
176,66,9,126549,162178,886.05,8134,9.00380808646717,670,1381.0,196,7.0,103,564,122.0,1393,1119.0,2500.0,0.0016339999999999,146.0,34.049,74403,123.583Kb,17.954,25.181,5.062,25.0,4.672,206.0,206.0,0.114157,0.012152,0.001485,0.000338,0.000211,0.021168,,,,,,0.0,54.22222222222222,,20.49180327868853,,0.18688
177,135,10,170958,247254,980.74,12291,9.416622566214981,1061,3563.0,288,13.0,170,903,183.0,3579,3248.0,6811.0,0.001078,219.0,43.547,110491,166.951Kb,22.619,31.351,1.438,7.0,0.69525,372.0,372.0,0.238651,0.009738,0.001074,0.000296,0.000207,0.033603,,,,,,0.0,51.8413597733711,,3.8251366120218577,,0.0993214285714285
178,84,10,132517,183868,972.775,8775,9.079662048334066,703,772.0,186,9.0,93,599,122.0,788,522.0,1294.0,0.000747,164.0,40.268,76172,129.411Kb,20.065,24.822,4.111,25.0,3.678,226.0,226.0,0.148388,0.009906,0.001346,0.000372,0.000257,0.017776,,,,,,0.0,56.74418604651163,,20.49180327868853,,0.14712
179,71,10,78588,94443,752.437,4763,8.46863300080086,403,850.0,114,8.0,56,367,81.0,866,697.0,1547.0,0.000901,86.0,33.228,41924,76.746Kb,16.477,17.639,3.913,18.0,3.623,212.0,212.0,0.120638,0.008571,0.00125,0.000368,0.000278,0.018021,,,,,,0.0,59.12408759124087,,22.22222222222222,,0.2012777777777777
180,86,9,132433,200206,1207.0,9310,9.138844370271112,757,1538.0,205,6.0,97,635,138.0,1554,1304.0,2842.0,0.000935,175.0,50.545,81409,129.329Kb,25.562,31.708,10.601,32.0,10.206,388.0,388.0,0.171724,0.008581,0.001102,0.000476,0.000172,0.013845,,,,,,0.0,58.723404255319146,,23.18840579710145,,0.3189375
181,112,11,189032,267949,1847.0,12849,9.461021266283481,1055,3279.0,282,15.0,128,878,216.0,3295,2909.0,6188.0,0.0010409999999999,234.0,72.806,111752,184.601Kb,40.65,50.311,15.789,52.0,15.2,378.0,378.0,0.22995,0.010615,0.0013189999999999,0.000575,0.000192,0.024741,10.0,2.976,2.633,10.0,2.633,1.1261261261261262,62.7906976744186,100.0,24.074074074074076,0.2633,0.2923076923076922
182,78,10,115390,185821,817.916,8483,9.045819439807735,713,619.0,192,7.0,99,600,117.0,635,428.0,1047.0,0.001181,163.0,29.95,74268,112.685Kb,16.244,23.099,4.154,21.0,3.746,154.0,154.0,0.0606,0.00743,0.000891,0.000596,0.000156,0.012209,,,,,,0.0,54.16666666666666,,17.94871794871795,,0.1783809523809524
183,75,10,91117,119155,1414.0,5551,8.621733370690162,458,5157.0,127,8.0,57,406,145.0,5173,4978.0,10135.0,0.000767,101.0,65.109,47652,88.981Kb,32.637,29.125,7.769,21.0,7.313,262.0,262.0,0.124299,0.0091799999999999,0.001063,0.000603,0.000236,0.014496,,,,,,0.0,71.78217821782178,,14.482758620689657,,0.3482380952380952
184,51,9,68420,72159,1036.0,4225,8.348774539791274,435,1855.0,132,12.0,63,421,109.0,1871,1725.0,3580.0,,67.0,34.051,40600,66.816Kb,20.889,27.64,8.4,25.0,7.956,64.0,64.0,0.046118,0.011654,0.001868,0.000798,0.000228,0.029001,,,,,,0.0,63.372093023255815,,22.93577981651376,,0.31824
185,85,10,254153,314153,1186.0,15646,9.657970572245025,1193,2173.0,330,8.0,159,985,207.0,2187,1635.0,3808.0,0.001183,278.0,42.238,132743,248.196Kb,21.462,33.95,3.731,23.0,3.096,602.0,602.0,0.2288839999999999,0.008334,0.001102,0.000368,0.000177,0.01285,,,,,,0.0,56.55737704918032,,11.11111111111111,,0.1346086956521739
186,44,10,47425,55504,794.501,2683,7.894690850425624,257,677.0,77,9.0,39,258,60.0,693,552.0,1229.0,0.000689,49.0,36.699,24242,46.313Kb,18.898,18.948,8.654,24.0,8.472,106.0,106.0,0.086364,0.008751,0.000962,0.000486,0.00022,0.013194,,,,,,0.0,60.60606060606061,,40.0,,0.353
187,139,11,276579,411771,1265.0,19119,9.858437883982404,1499,1335.0,388,11.0,187,1198,234.0,1351,803.0,2138.0,0.001094,356.0,48.426,160650,270.096Kb,24.106,41.624,1.526,5.0,0.588259,974.0,974.0,0.378601,0.009715,0.00121,0.0006,0.000146,0.017175,,,,,,0.0,55.581947743467936,,2.1367521367521367,,0.1176518
188,277,15,1389083,2462881,6028.0,109375,11.602537623659915,10313,7809.0,3203,9.0,2388,8037,1306.0,7916,5214.0,13114.0,0.001072,2097.0,160.066,935799,1.324Mb,95.827,244.01,31.076,123.0,27.051,1562.0,1562.0,0.7215,0.01006,0.001506,0.000463,0.00032,0.030754,5.0,0.72097,0.593407,5.0,0.593407,0.0621735886595374,35.35462912831619,100.0,9.418070444104137,0.1186814,0.2199268292682926
189,181,11,565247,959733,1897.0,43061,10.67037299405789,3419,5776.0,917,6.0,500,2707,489.0,5788,4785.0,10561.0,0.000734,821.0,78.312,369335,551.999Kb,36.232,79.749,8.026,34.0,6.552,906.0,906.0,0.455765,0.009304,0.001188,0.000244,0.000191,0.012081,,,,,,0.0,49.44388270980789,,6.952965235173824,,0.1927058823529411
190,113,10,98114,118017,872.402,6010,8.701180027529253,504,1530.0,145,11.0,67,458,110.0,1546,1336.0,2866.0,0.001227,110.0,37.495,53167,95.814Kb,19.511,27.216,6.134,26.0,5.701,202.0,202.0,0.137943,0.009728,0.001076,0.000298,0.000191,0.013026,,,,,,0.0,62.14689265536723,,23.63636363636364,,0.2192692307692307
191,152,11,727885,1226609,1703.0,55639,10.926639673194344,5185,1546.0,1248,5.0,981,3914,708.0,1690,47.0,1729.0,0.00057,1059.0,59.713,473896,710.825Kb,31.204,123.757,11.492,66.0,9.261,1104.0,1104.0,0.54464,0.010977,0.000949,0.000698,0.000199,0.025015,,,,,,0.0,41.91829484902309,,9.322033898305085,,0.1403181818181818
192,117,10,253058,298548,1699.0,15187,9.62819507773027,1635,2508.0,811,15.0,668,1432,184.0,2524,1944.0,4452.0,0.001018,264.0,58.34,129119,247.126Kb,31.482,31.915,2.977,18.0,2.296,1132.0,1132.0,0.425594,0.007617,0.001304,0.000181,0.000177,0.015518,,,,,,0.0,21.5962441314554,,9.782608695652174,,0.1275555555555555
193,89,10,149337,220576,725.738,10640,9.272375762895635,891,1305.0,247,11.0,131,757,149.0,1321,1036.0,2341.0,0.001724,197.0,41.972,96452,145.836Kb,22.334,27.33,4.134,27.0,3.659,204.0,204.0,0.099351,0.0085139999999999,0.001092,0.000684,0.000221,0.0112319999999999,,,,,,0.0,53.21428571428572,,18.12080536912752,,0.1355185185185185
194,65,10,118497,144094,706.563,7394,8.908424139496578,591,1667.0,162,10.0,81,523,118.0,1683,1431.0,3098.0,0.001299,133.0,32.008,67167,115.719Kb,16.552,18.535,0.616239,1.0,0.112739,254.0,254.0,0.121449,0.008685,0.00102,0.000476,0.000199,0.015333,,,,,,0.0,59.2964824120603,,0.847457627118644,,0.112739
195,103,10,185715,246779,841.561,11611,9.359708203627006,921,670.0,258,9.0,115,786,165.0,686,286.0,956.0,0.000899,210.0,40.645,98550,181.362Kb,19.38,32.021,6.498,20.0,5.927,654.0,654.0,0.278902,0.008654,0.001155,0.000309,0.000315,0.011525,,,,,,0.0,58.92857142857143,,12.12121212121212,,0.29635
196,57,10,52061,56201,1267.0,2866,7.960672608388117,267,3851.0,80,11.0,42,257,90.0,3867,3755.0,7606.0,0.001223,53.0,58.61,25487,50.840Kb,28.948,23.715,9.219,26.0,8.993,64.0,64.0,0.06016,0.008182,0.000978,0.000325,0.000174,0.015384,,,,,,0.0,68.18181818181819,,28.88888888888889,,0.3458846153846154
197,85,10,185780,218205,977.093,11092,9.313979406735669,858,2265.0,238,11.0,131,735,145.0,2281,1861.0,4126.0,0.00087,193.0,38.497,95360,181.425Kb,19.357,24.32,1.601,5.0,1.01,764.0,764.0,0.38474,0.006942,0.0009,0.000225,0.000187,0.01421,,,,,,0.0,52.53623188405797,,3.4482758620689653,,0.202
198,44,10,36215,43356,699.226,2099,7.649216319820633,195,635.0,55,7.0,29,184,43.0,651,573.0,1208.0,0.000858,38.0,32.838,19228,35.366Kb,17.06,12.092,4.241,18.0,4.115,48.0,48.0,0.175871,0.008171,0.001027,0.000703,0.000174,0.012063,6.0,1.697,1.535,6.0,1.535,3.1578947368421053,59.72222222222222,100.0,41.86046511627907,0.2558333333333333,0.2286111111111111
199,174,12,760613,1256758,3317.0,58529,10.977277636883887,4806,4079.0,1288,13.0,606,3825,799.0,4095,2728.0,6807.0,0.001669,1083.0,103.79,512772,742.786Kb,57.151,198.643,65.998,130.0,63.682,1214.0,1214.0,0.477889,0.007125,0.000935,0.000302,0.000202,0.030296,,,,,,0.0,56.86832740213523,,16.270337922403005,,0.4898615384615384
200,104,9,168531,246620,1023.0,11915,9.385553389532843,1005,1718.0,268,6.0,107,827,203.0,1730,1410.0,3128.0,,216.0,48.321,103566,164.581Kb,25.877,48.371,14.013,43.0,13.408,416.0,416.0,0.255093,0.009787,0.001243,0.000675,0.000174,0.0186269999999999,,,,,,0.0,65.48387096774194,,21.182266009852217,,0.3118139534883721
201,169,10,245598,314953,1992.0,15930,9.675959402904095,1796,1250.0,883,12.0,723,1617,202.0,1266,740.0,1990.0,0.000644,279.0,70.078,140052,239.841Kb,41.307,68.215,28.397,44.0,27.709,842.0,842.0,0.503456,0.007229,0.0010429999999999,0.000205,0.000249,0.021813,,,,,,0.0,21.83783783783784,,21.782178217821784,,0.62975
202,80,9,91994,127280,971.222,5928,8.687442166975924,490,1338.0,131,10.0,55,426,104.0,1354,1165.0,2503.0,0.000701,108.0,42.863,51272,89.837Kb,22.294,24.545,8.65,21.0,8.324,288.0,288.0,0.138305,0.00886,0.001003,0.000247,0.000226,0.019133,,,,,,0.0,65.40880503144655,,20.192307692307693,,0.3963809523809524
203,74,9,92468,113950,839.893,5846,8.673512945671192,495,798.0,141,9.0,65,456,102.0,814,624.0,1422.0,0.00099,107.0,35.149,54650,90.300Kb,18.571,23.859,6.135,24.0,5.798,128.0,128.0,0.102683,0.008321,0.001151,0.000421,0.000191,0.017816,,,,,,0.0,61.07784431137725,,23.529411764705884,,0.2415833333333333
204,104,10,178056,227885,1109.0,11162,9.320270431348378,890,845.0,249,9.0,149,761,129.0,861,473.0,1318.0,0.000755,199.0,38.667,96732,173.882Kb,21.433,27.97,7.756,29.0,7.336,448.0,448.0,0.203133,0.0076879999999999,0.000948,0.000527,0.000247,0.012511,,,,,,0.0,46.40287769784173,,22.48062015503876,,0.2529655172413793
205,108,10,156087,185584,1044.0,9532,9.162409838218633,701,1921.0,193,9.0,101,603,126.0,1937,1611.0,3532.0,0.000786,192.0,40.48,78075,152.428Kb,21.175,23.898,4.574,7.0,4.08,244.0,244.0,0.157626,0.007395,0.000845,0.000187,0.000199,0.011582,,,,,,0.0,55.50660792951542,,5.555555555555555,,0.5828571428571429
206,96,10,198976,287238,718.603,13395,9.502636781978708,1067,492.0,290,11.0,314,884,,508,99.0,591.0,0.000817,249.0,25.081,115126,194.312Kb,12.618,,,,,486.0,486.0,0.220234,0.008047,0.000901,0.000327,0.000187,0.013731,,,,,,0.0,0.0,,,,
207,86,10,161511,240089,664.601,11502,9.3502762122737,1046,2525.0,340,11.0,214,820,175.0,2541,2232.0,4757.0,0.001002,210.0,35.731,102093,157.725Kb,16.656,29.296,1.922,4.0,1.218,150.0,150.0,0.103203,0.0096809999999999,0.001082,0.000305,0.000189,0.016513,,,,,,0.0,44.987146529562985,,2.2857142857142856,,0.3045
208,92,8,95525,155512,525.108,7021,8.85666093701725,571,164.0,157,1.0,70,464,92.0,172,7.0,171.0,,135.0,18.458,60489,93.286Kb,9.951,16.795,2.624,11.0,2.306,622.0,622.0,0.3241449999999999,0.007626,0.000901,0.00033,0.000196,0.01328,,,,,,0.0,56.79012345679013,,11.956521739130435,,0.2096363636363636
209,49,9,60066,67849,598.0,3262,8.09009578318096,282,1406.0,82,7.0,36,275,72.0,1422,1265.0,2671.0,0.000668,57.0,26.438,28444,58.658Kb,13.031,12.534,1.153,2.0,0.834996,290.0,290.0,0.261003,0.008674,0.000957,0.000289,0.000191,0.016913,,,,,,0.0,66.66666666666667,,2.7777777777777777,,0.417498
210,120,10,200459,263276,1576.0,12811,9.458059455856434,1005,5475.0,266,10.0,122,839,229.0,5491,5001.0,10476.0,0.000758,233.0,70.714,110627,195.760Kb,34.71,43.991,9.265,1.0,8.336,826.0,826.0,0.363276,0.008952,0.0011519999999999,0.000426,0.000166,0.0126959999999999,,,,,,0.0,65.24216524216524,,0.4366812227074236,,8.336
211,90,10,137092,130090,1435.0,7144,8.874028122556336,521,1964.0,140,10.0,80,462,99.0,1980,1642.0,3606.0,0.000983,115.0,53.071,62341,133.878Kb,28.075,31.213,15.071,31.0,14.793,310.0,310.0,0.249545,0.009416,0.001028,0.00069,0.000183,0.015884,,,,,,0.0,55.3072625698324,,31.31313131313131,,0.4771935483870967
212,78,10,104077,141102,977.982,6754,8.817890200945513,589,5226.0,160,12.0,76,520,165.0,5242,5031.0,10257.0,0.000469,123.0,44.973,59205,101.637Kb,22.606,25.581,0.6275510000000001,,,226.0,226.0,0.09043,0.006964,0.000822,0.00023,0.000182,0.012884,,,,,,0.0,68.46473029045643,,0.0,,
213,10,6,2628,451,244.909,25,3.2188758248682006,40,429.0,20,4.0,15,81,17.0,441,429.0,858.0,,,12.442,1311,2.566Kb,5.598,4.101,1.192,4.0,1.113,,,,0.007179,0.000914,0.000217,0.000155,0.0104719999999999,,,,,,0.0,53.125,,23.529411764705884,,0.27825
214,74,9,101358,138016,849.493,7010,8.855092980028635,635,785.0,173,8.0,70,554,138.0,797,604.0,1389.0,0.000318,123.0,33.728,63579,98.982Kb,18.411,25.533,2.287,5.0,1.65,160.0,160.0,0.064831,0.007992,0.0010969999999999,0.00036,0.000172,0.0197719999999999,,,,,,0.0,66.34615384615384,,3.6231884057971016,,0.3299999999999999
215,139,10,95951,108160,1458.0,6435,8.769507120030227,747,1773.0,293,9.0,211,627,140.0,1789,1554.0,3327.0,0.000548,99.0,50.462,63199,93.702Kb,31.675,63.246,36.633,79.0,36.297,90.0,90.0,0.052465,0.009875,0.001034,0.000377,0.000171,0.031508,,,,,,0.0,39.88603988603989,,56.42857142857143,,0.4594556962025316
216,109,10,231851,312029,1218.0,15090,9.621787551761894,1158,1053.0,307,11.0,153,948,188.0,1069,581.0,1634.0,0.000908,274.0,50.618,128024,226.416Kb,25.361,34.725,7.633,30.0,7.11,640.0,640.0,0.397896,0.00688,0.0009,0.000219,0.000171,0.013334,7.0,1.14,0.8855230000000001,7.0,0.8855230000000001,0.7329842931937173,55.131964809384165,100.0,15.95744680851064,0.1265032857142857,0.237
217,154,10,593160,957089,2985.0,44393,10.700837078333384,4310,1549.0,1193,8.0,1100,3381,474.0,1721,298.0,2007.0,0.000716,834.0,71.575,379732,579.257Kb,43.841,95.586,20.825,75.0,19.465,576.0,576.0,0.3301739999999999,0.008605,0.000991,0.000289,0.000161,0.025067,7.0,1.066,0.857348,7.0,0.857348,0.2066115702479339,30.1143583227446,100.0,15.822784810126585,0.1224782857142857,0.2595333333333333
218,113,10,165692,237050,1242.0,12033,9.395408154438163,1067,2400.0,289,11.0,152,921,208.0,2416,2094.0,4494.0,0.0010689999999999,212.0,45.643,109185,161.808Kb,27.059,46.942,11.323,63.0,10.745,358.0,358.0,0.17127,0.0069889999999999,0.001132,0.00069,0.000186,0.0246739999999999,,,,,,0.0,57.77777777777778,,30.28846153846154,,0.1705555555555555
219,102,10,92146,105032,722.331,5382,8.590815331286851,436,250.0,129,8.0,80,393,58.0,266,60.0,310.0,0.000606,92.0,34.786,48966,89.986Kb,18.217,14.638,3.624,13.0,3.37,230.0,230.0,0.153421,0.011499,0.001142,0.00038,0.000229,0.019014,,,,,,0.0,42.028985507246375,,22.41379310344828,,0.2592307692307692
220,107,10,123006,127517,1284.0,6734,8.814924599721019,517,3585.0,144,10.0,81,463,116.0,3601,3307.0,6892.0,0.000673,118.0,53.266,56882,120.123Kb,28.323,25.232,6.747,25.0,6.415,396.0,396.0,0.231509,0.006247,0.000938,0.000264,0.000181,0.015363,,,,,,0.0,58.88324873096447,,21.55172413793104,,0.2566
221,193,11,662679,1182829,3442.0,53286,10.88342891148656,4351,5596.0,1188,5.0,645,3356,632.0,5604,4517.0,10113.0,0.000757,1030.0,88.575,457894,647.147Kb,52.38,104.897,13.533,48.0,11.701,1984.0,1984.0,0.67053,0.009627,0.001703,0.0003,0.000255,0.025098,,,,,,0.0,49.49099451840251,,7.594936708860759,,0.2437708333333333
222,96,10,153807,180107,1714.0,10583,9.267004219093725,1007,3668.0,291,12.0,146,913,241.0,3682,3328.0,6996.0,0.000724,164.0,64.169,101423,150.202Kb,37.667,64.95,23.433,101.0,22.881,116.0,116.0,0.0989189999999999,0.01149,0.001057,0.000393,0.000212,0.035253,,,,,,0.0,62.27390180878553,,41.90871369294606,,0.2265445544554455
223,22,9,44978,58023,618.82,2715,7.906547232368036,347,411.0,168,8.0,133,338,52.0,425,337.0,748.0,0.000814,50.0,28.964,24494,43.923Kb,14.755,14.809,6.023,21.0,5.847,126.0,126.0,0.063802,0.009702,0.001022,0.000262,0.000236,0.013259,,,,,,0.0,28.10810810810811,,40.38461538461539,,0.2784285714285714
224,74,9,90297,126122,754.781,5913,8.68490859582083,620,1603.0,134,5.0,152,509,92.0,1662,1399.0,3045.0,,112.0,31.954,50492,88.180Kb,16.096,18.575,3.376,22.0,3.094,222.0,222.0,0.113994,0.007973,0.001057,0.000398,0.000239,0.014356,,,,,,0.0,37.704918032786885,,23.91304347826087,,0.1406363636363636
225,56,10,146200,177545,1475.0,8766,9.078635880978755,677,3066.0,182,8.0,80,577,146.0,3082,2753.0,5819.0,0.000764,157.0,68.559,74074,142.773Kb,33.626,33.334,7.506,28.0,7.068,552.0,552.0,0.583382,0.010355,0.001583,0.000627,0.000227,0.014648,,,,,,0.0,64.60176991150442,,19.17808219178082,,0.2524285714285714
226,102,10,183324,221493,904.249,11002,9.305832353435404,1206,793.0,603,9.0,515,1077,110.0,809,394.0,1187.0,0.000664,190.0,33.122,92416,179.027Kb,17.736,22.897,3.935,24.0,3.567,692.0,692.0,0.266576,0.006961,0.000926,0.00031,0.000189,0.011348,,,,,,0.0,17.6,,21.818181818181817,,0.148625
227,67,10,85469,112010,717.636,5355,8.585785982881848,442,740.0,121,8.0,58,384,82.0,756,575.0,1315.0,0.000203,99.0,30.418,46278,83.465Kb,15.215,16.597,3.033,18.0,2.724,212.0,212.0,0.119603,0.005225,0.000732,0.0003,0.000175,0.013392,,,,,,0.0,58.57142857142857,,21.951219512195124,,0.1513333333333333
228,67,9,101566,104124,671.666,5472,8.607399459302387,411,1520.0,110,7.0,64,354,70.0,1532,1288.0,2808.0,0.000355,92.0,29.765,44608,99.185Kb,15.133,14.955,3.216,19.0,3.009,434.0,434.0,0.283812,0.005268,0.000659,0.000575,0.000205,0.011467,,,,,,0.0,52.23880597014925,,27.142857142857142,,0.1583684210526315
229,95,10,145340,223999,963.496,10453,9.254644297532707,871,1889.0,235,8.0,108,729,164.0,1903,1641.0,3530.0,0.000905,198.0,46.29,91375,141.933Kb,23.101,32.841,1.531,6.0,0.827442,370.0,370.0,0.181718,0.007613,0.0011279999999999,0.000408,0.000199,0.015241,,,,,,0.0,60.294117647058826,,3.658536585365854,,0.137907
230,85,10,148808,241464,960.427,10880,9.294681520409934,898,2188.0,239,10.0,133,748,148.0,2204,1934.0,4122.0,0.000767,209.0,37.601,93768,145.320Kb,18.972,23.732,0.948404,3.0,0.36654,346.0,346.0,0.217232,0.007339,0.000968,0.000618,0.000166,0.013071,,,,,,0.0,52.66903914590748,,2.027027027027027,,0.12218
231,134,10,195848,302046,1055.0,13789,9.531626451841742,1127,4218.0,313,11.0,175,941,190.0,4234,3860.0,8078.0,0.000976,260.0,56.65,119284,191.257Kb,27.525,33.153,4.276,24.0,3.695,502.0,502.0,0.201327,0.00662,0.000868,0.000199,0.000201,0.013056,,,,,,0.0,52.05479452054794,,12.63157894736842,,0.1539583333333333
232,29,10,124828,163930,954.849,8329,9.02749867993534,718,1313.0,202,9.0,104,636,133.0,1329,1080.0,2393.0,0.00073,149.0,34.436,74735,121.902Kb,18.595,29.211,7.863,42.0,7.504,168.0,168.0,0.125925,0.007569,0.0011799999999999,0.000248,0.000191,0.016195,,,,,,0.0,56.118143459915615,,31.57894736842105,,0.1786666666666666
233,113,9,268282,384233,1879.0,18685,9.835476341919584,1771,5063.0,402,12.0,366,1391,288.0,5157,4470.0,9615.0,0.001028,337.0,77.356,161929,261.994Kb,41.735,56.86,12.002,65.0,11.238,490.0,490.0,0.146694,0.009646,0.001021,0.000372,0.000202,0.022708,8.0,1.136,0.880571,7.0,0.871008,0.5718370264474625,44.03669724770642,87.5,22.569444444444443,0.1244297142857142,0.1728923076923076
234,72,10,119319,172553,1153.0,8258,9.018937706446035,699,1369.0,198,9.0,112,617,119.0,1385,1157.0,2526.0,0.000928,154.0,44.707,74168,116.522Kb,23.717,28.63,6.475,30.0,6.128,432.0,432.0,0.224393,0.0044599999999999,0.000716,0.000328,0.000171,0.011929,,,,,,0.0,51.51515151515152,,25.210084033613445,,0.2042666666666666
235,140,10,176218,187715,1004.0,9675,9.177300517897983,731,789.0,196,12.0,109,623,114.0,805,366.0,1155.0,0.001014,165.0,42.267,81661,172.087Kb,19.955,20.453,1.497,8.0,0.977031,584.0,584.0,0.271815,0.00867,0.000967,0.000345,0.000195,0.014828,,,,,,0.0,51.12107623318386,,7.017543859649122,,0.122128875
236,82,9,97454,145329,634.399,6877,8.835937789319836,571,175.0,157,4.0,74,470,92.0,183,6.0,181.0,0.000577,131.0,24.343,60611,95.169Kb,12.861,17.76,2.285,14.0,1.923,556.0,556.0,0.256544,0.0085519999999999,0.000824,0.000294,0.000199,0.016469,,,,,,0.0,55.42168674698795,,15.217391304347826,,0.1373571428571428
